Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
1886978753,ACV,Event Deep Dive (SLT Deck),Executive,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Event Agg,2023-04-17,1157,No,Yes
1887054142,INT | KPI Doc - Retention and Signups YTD,Overview,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,INT | KPI Doc - Retention and Signups,2024-10-24,601,No,No
1887260855,New / Renewal / Rollover,Non Booked Review,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,RAW_contract_forecast_sot,2024-11-21,573,No,No
1887306507,Duplicate of (Dynamic) 7 Day STC Rate,Milesplit Signups,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); No description,David Scott,kpi,PROD | Attribution,2024-05-14,764,No,No
1887388141,(debugging) By state,State Allocation - Stripe,Unmapped,Document,No description,Matthew Murman,kpi,PROD | Payments,2026-03-26,83,No,No
1887663079,Unique Viewers,UAA,Customer Success,Merge,No description; Duplicate title,Kevin Sander,kpi,PROD | Viewer Agg,2026-02-13,124,No,No
1888572700,Deal Overview - All Terms,DEP - 2023 RAQ Goal Attainment,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page,Daniel Everett,kpi,PROD | RAQ Bookings Snapshot,2023-11-06,954,No,No
1888667864,Actuals and Budget per Contract,Production Costs,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,Actuals and Budget per Contract,2025-05-27,386,No,No
1890681558,Photo Gallery Pageviews,2024-25 MileSplit Views by Content Title,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Milesplit PVs by Content Title,2025-02-27,475,No,No
1890830193,"Matthew Murman's Notebook Jul 17, 2025",ECA Deep Dive,Revenue & Finance,Document,No description; No dataset,Matthew Murman,Text,,2025-07-17,335,No,No
1891104929,"2023 Funnel Table for Sergio - By Country, Month and Vertical",DEP - Sergio's Sandbox,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
1891691472,Video Views - Selected Time Period,Content KPIs - By Custom Date Range,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2025-07-18,334,No,No
1891699757,Vertical,Content - Median Video Views,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,Video Median Views Grouped By Content Title,2024-01-08,891,No,No
1891772767,Duplicate of CC Table,Racing Segmentation Resonate Data Demographics,Partnerships,Document,No description,,kpi,DEP_resonate_data,2025-07-28,324,No,No
1891777684,Wrestling Self Streaming Signups by Event,Wrestling SMS,Acquisition & Funnel,Document,No description,Daniel Everett,kpi,PROD | Event Agg Enumerated,2026-05-29,19,No,No
1891885946,% Hit SLA Thresh,Customer Service,Customer Success,Review → Retire,Very stale (2+ yrs); No description; Locked,,kpi,RAW_salesforce_cases,2024-06-10,737,No,Yes
1892444156,Signups by Month - Yearly Non Universal,Milesplit - Signups and PVs,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Attribution,2024-06-29,718,No,No
1892561547,ECA Efficiency for Contract Terms ending in 2022,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Daniel Everett,kpi,PROD | Rights Term Agg - Salesforce,2023-03-20,1185,No,No
1892965222,Views - Clips/Promos on Social,Studio Shows Reporting,Content & Viewership,Document,No description,Charles Cooper,kpi,Social Media Post Metrics,2026-01-27,141,No,No
1894299554,Sprout Social Event Labels,Sprout Social Post Labels,Social & Editorial,Document,No description,Matthew Williams,kpi,Sprout Social Event Labels,2026-05-18,30,No,No
1894457020,Daily Users by Vertical and Month,Google Analytics,Audience & Traffic,Document,No description,Charles Cooper,kpi,PROD | GA Metrics,2026-05-06,42,No,No
1894668205,Video Views -YouTube,Social Media - Profile Performance Report,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2023-10-23,968,No,No
1894686427,Duplicate of Subscription Payments (number of payments),Copy of Rights Deep Dive,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Travis Peter,kpi,PROD | Payments,2024-02-19,849,No,No
1894709874,Closed Deals (2025 Goal),2025 RAQ Goal Attainment,Revenue & Finance,Document,No description,Adair Lyden,kpi,PROD | RAQ Bookings Snapshot,2026-02-04,133,No,No
1894772293,⤵️ Signups by Attribution Type,Signups,Subscriber Health,Keep,,,kpi,PROD | Attribution,2025-12-01,198,Yes,No
1895558464,Sub Status Distribution,Content - QTD Default,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,,kpi,PROD | Content Agg,2025-04-21,422,No,Yes
1895835207,Social Media Video Views,Social Media - Profile Performance Report,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-02-05,863,No,No
1896369784,Debug Table 2,2024 VOD Value Explorer,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Content Agg,2025-04-21,422,No,No
1896386951,Cash,Vertical Performance,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Payments,2024-10-28,597,No,Yes
1896783315,Event Ad Revenue,Ad Sales Event Report,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description; Locked,Matthew Murman,kpi,PROD | Event Ads,2023-09-22,999,No,Yes
1897066017,POC | SOT with ECA Pivoted,SOT POC,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,POC | SOT with ECA Pivoted,2025-02-12,490,No,No
1897210051,Duplicate of Gross Live Viewers,Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,PROD | Event Agg,2025-10-31,229,No,No
1897215143,'- Signups vs Forecast,CEO Dash,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
1898700769,Full Year,2024 Content Goals,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-03-12,827,No,No
1899056904,Stripe,Today's Signups,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Todays Signups - Stripe,2025-04-16,427,No,Yes
1899094540,'- Signups vs Forecast,Exec Dashboard - 2026,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - SLT,2026-02-06,131,No,No
1899292332,Platforms - Filter,Social Media Pacing,Social & Editorial,Merge,No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2026-04-01,77,No,No
1899665804,Top RCCD - SF Incidents / FAILED DURATION MINUTES,Orphan,Operations,Retire,No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Salesforce Incidents,2026-03-09,100,No,No
1900014105,Q2,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
1900218200,Yearly %,Shared,Unmapped,Triage,Very stale (2+ yrs); No description; Locked; Duplicate title; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | Event Agg,2023-01-19,1245,No,Yes
1900703663,Page Users,Funnel v3,Acquisition & Funnel,Document,No description,Matthew Murman,kpi,PROD | Funnel V3,2026-06-02,15,No,No
1901025462,DAU Leading up to Saturday of ADCC,2024 ADCC Traffic,Audience & Traffic,Document,No description,,kpi,"PROD | DAU, WAU, MAU",2025-07-28,324,No,No
1901138229,Rights Valuations by Event Vertical,Orphan,Content & Viewership,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Matthew Murman,kpi,PROD | Event Agg - Salesforce,2023-11-08,952,No,Yes
1901853516,Duplicate of Live to Social Minutes Watched,Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,Live to Social Streams with Event Data,2025-10-31,229,No,No
1902780363,Signup Completion Rate over Time,DEP - Funnel,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
1902989123,Platform,NGW,Product & Tech,Merge,No description; Duplicate title,Matthew Murman,kpi,RAW_ngw_alt,2025-11-06,223,No,No
1903025647,Q3,2025 Content Goals,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-26,476,No,No
1903832627,Joe's Active Sub by Plan,Joe's Cards,Subscriber Health,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Dim Subscription,2024-10-24,601,No,No
1904213332,Events by Day,Event Intensity Heatmaps,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Event Agg Enumerated,2025-04-21,422,No,No
1904842401,hockey_forecast_sample,Overview,Revenue & Finance,Document,No description,Charles Cooper,kpi,hockey_forecast_sample,2026-05-26,22,No,No
1905737229,"Matthew Williams's Notebook May 18, 2026",Sprout Social Post Labels,Social & Editorial,Document,No description; No dataset,Matthew Williams,Text,,2026-05-18,30,No,No
1905959806,Podcast Downloads,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
1905965344,"Steven McMahan's Notebook May 19, 2023",DEP - Marketing Events,Marketing,Retire,Very stale (2+ yrs); No description; No dataset; Noise page,,Text,,2023-10-11,980,No,No
1906621558,7 Day STC,Vertical Performance,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); Locked,Matthew Murman,kpi,PROD | Attribution,2024-10-28,597,Yes,Yes
1906711480,AWS Spend by SKU | Table,Cloud Spend - Deep Dive,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Cloud Spend,2024-11-27,567,No,No
1907114322,Alternative Event Viewership - Ad Hoc,Alternative Event Viewership,Content & Viewership,Document,No description,Charles Cooper,kpi,PROD | Event Agg,2026-04-27,51,No,No
1907160016,% of Year Completed,2025 Content Goals,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-01-10,523,No,No
1907180536,Duplicate of Signups by Event Verical,Milesplit Signups,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs),David Scott,kpi,PROD | Attribution,2024-05-14,764,Yes,No
1907254972,PROD | SOT Non Booked by Vertical,Overview,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | SOT Non Booked by Vertical,2024-10-23,602,No,No
1907313917,KPI Doc - Engagement,Overview,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,INT | KPI Doc - Engagement,2024-10-24,601,No,No
1907380168,"Matthew Murman's Notebook Mar 26, 2026",State Allocation - Stripe,Unmapped,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-04-08,70,No,No
1907666424,Signup Plan Type,Marketing WBR Output,Marketing,Document,No description,,kpi,PROD | Attribution,2026-01-14,154,No,No
1907757497,Event Comparison - Details,2024 Programming,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Event Agg,2024-10-15,610,No,No
1908245470,Duplicate of Produced VODs,Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,PROD | Content Agg,2025-10-31,229,No,No
1908669938,Ad Button Presses - Dynamic Aggregation,Favorites,Unmapped,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Ad Button Presses,2024-02-26,842,No,Yes
1909656538,Platform Filter - DOES NOT WORK ON MONTHLY UNIQUES,Content,Product & Tech,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-04-04,804,No,No
1909804772,Pre-Funnel Traffic Leading up to Saturday of Tour de France,DEP - Tour de France Traffic,Audience & Traffic,Retire,No description; Noise page,,kpi,DEP | Funnel Agg,2025-07-28,324,No,No
1910676459,Annual Renewal Rate by Cohort,Orphan,Subscriber Health,Retire,No description; Duplicate title; Noise page; Orphan,Karen O'Brien,kpi,PROD I Sub Period Agg - Capped,2026-06-02,15,No,No
1910864699,"Matthew Williams's Notebook May 18, 2026",Sprout Social Post Labels,Social & Editorial,Document,No description; No dataset,Matthew Williams,Text,,2026-05-18,30,No,No
1910887384,Iterable Waves (Automated),Iterable Waves (Automated),Marketing,Merge,No description; Duplicate title,Karen O'Brien,kpi,PROD | Email Iterable Waves,2025-08-08,313,No,No
1911046999,Duplicate of Select Grouping Type,Copy of College Crossover Viewership,Content & Viewership,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,PROD | Crossover College Conference Viewership,2024-11-18,576,No,No
1911596999,Marketing Channel Attribution With Rights Contract,Marketing Channel Attribution Tables,Marketing,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Marketing Channels,2024-01-10,889,No,No
1911750449,Duplicate of Post Metrics Leaderboard (Ranked by Engagements),Orphan,Social & Editorial,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,Social Media Post Metrics,2023-07-15,1068,No,No
1911878691,Streams with Below 50fps,Orphan,Content & Viewership,Retire,No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Stream Agg,2026-03-09,100,No,No
1912563643,Video - By Device,Orphan,Product & Tech,Retire,No description; Noise page; Orphan,Charles Cooper,kpi,raw_gam_spring_granular,2025-10-29,231,No,No
1912618663,Organic Search Unique Visits,MileSplit Referral Traffic,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,DEP - MIlesSplit Uniques by Referral,2024-05-10,768,No,No
1912630176,Marketing WBR Complete Events,Marketing WBR Output,Marketing,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Event Agg,2024-10-24,601,No,No
1912846611,Channel Attribution Signups - % of Unattributed (Stripe Only),Marketing Channels (Alt),Marketing,Document,No description,Matthew Murman,kpi,PROD | Marketing Channels,2026-02-05,132,No,No
1912990324,Are these Really Films?,2024 FloFilms and Original Series,Content & Viewership,Review → Retire,Very stale (2+ yrs),Charles Cooper,kpi,PROD | FloFilms,2024-01-30,869,Yes,No
1913438207,Event Count | Calendar View,LJ's FSE Scheduling Tool,Unmapped,Retire,Stale (1+ yr); Noise page,LJ Helbig,kpi,PROD | Event Agg,2024-10-19,606,Yes,No
1913767778,GAAP vs ECA,ECA Change,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,RAW_eca_change_gaap,2025-02-19,483,No,No
1913809658,CC - Non-Downgraded Monthly Cohorts,Overview,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,DEP_finance_subs,2023-07-19,1064,No,No
1914383033,Eligible Renewals and Renewal Rate,Churn/Renewal,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); Locked; Duplicate title,Matthew Murman,kpi,PROD | Subscription Period Agg,2024-11-21,573,Yes,Yes
1914701925,College Pricing Yearly Actives,Overview,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Dim Subscription,2024-10-24,601,No,No
1915105474,Duplicate of Post Metrics Leaderboard (Ordered by Publish Date),Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,Social Media Post Metrics,2025-10-31,229,No,No
1915196314,Unit Economics - test card,Matthew Williams' Sandbox,Revenue & Finance,Retire,No description; Noise page,,kpi,PROD | Cloud Spend - Unit Economics GQ Test,2025-07-28,324,No,No
1915289119,PROD | Event Agg,Overview,Unmapped,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Charles Cooper,kpi,PROD | Event Agg,2023-06-19,1094,No,Yes
1915620201,DCI,Overview,Unmapped,Document,No description,Hannah Roberts,kpi,PROD | Event Agg,2026-03-10,99,No,No
1915683629,"Signups by Country, State",DEP - Sergio's Sandbox,Acquisition & Funnel,Retire,Very stale (2+ yrs); Duplicate title; Noise page,,kpi,PROD | Attribution,2024-04-01,807,Yes,No
1916180021,Mins Streamed - Comparison Time Period,Site Content Pacing,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2024-09-23,632,No,No
1916449600,Q4,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
1916457860,RAW_charge_agg_daily - FloHoops Plans,Matthew Williams' Sandbox,Operations,Retire,No description; Noise page,Matthew Williams,kpi,RAW_charge_agg_daily,2025-11-24,205,No,No
1916750086,Gross Visits by Vertical - Marketing Channel,Orphan,Audience & Traffic,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Visits Web,2024-01-29,870,No,No
1917036695,Yearly %,Event Deep Dive (SLT Deck),Executive,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Event Agg,2023-05-17,1127,No,Yes
